time;open;close;diff openclose;currency;impact;news
2019.01.02 10:15:00;109.184;109.14;4.4;EUR;1;Spanish Manufacturing PMI
2019.01.02 10:45:00;108.92;109.007;-8.7;EUR;1;Italian Manufacturing PMI
2019.01.02 10:50:00;109.006;109.031;-2.5;EUR;1;French Final Manufacturing PMI
2019.01.02 10:55:00;109.031;108.948;8.3;EUR;1;German Final Manufacturing PMI
2019.01.02 11:00:00;108.947;108.949;-0.2;EUR;1;Final Manufacturing PMI
2019.01.02 11:30:00;108.845;108.861;-1.6;GBP;2;Final Manufacturing PMI
2019.01.02 16:30:00;109.259;109.248;1.1;CAD;1;Manufacturing PMI
2019.01.02 16:45:00;109.284;109.295;-1.1;USD;1;Final Manufacturing PMI
2019.01.02 16:55:00;109.314;109.336;-2.2;NZD;1;GDT Price Index
2019.01.02 16:55:00;109.314;109.336;-2.2;JPY;0;Bank Holiday (All Day)
2019.01.03 10:00:00;107.549;107.56;-1.1;EUR;1;Spanish Unemployment Change
2019.01.03 10:30:00;107.792;107.94;-14.8;CHF;1;Manufacturing PMI
2019.01.03 11:00:00;107.644;107.753;-10.9;EUR;1;M3 Money Supply y/y
2019.01.03 11:05:00;107.755;107.769;-1.4;EUR;1;Private Loans y/y
2019.01.03 11:30:00;107.789;107.72;6.9;GBP;1;Construction PMI
2019.01.03 11:55:00;107.706;107.656;5.0;EUR;1;Spanish 10-y Bond Auction
2019.01.03 14:30:00;107.643;107.608;3.5;USD;1;Challenger Job Cuts y/y
2019.01.03 15:15:00;107.653;107.963;-31.0;USD;2;ADP Non-Farm Employment Change
2019.01.03 15:30:00;107.865;107.802;6.3;USD;1;Unemployment Claims
2019.01.03 17:00:00;107.742;107.178;56.4;USD;3;ISM Manufacturing PMI
2019.01.03 17:00:00;107.742;107.178;56.4;USD;1;ISM Manufacturing Prices
2019.01.03 17:00:00;107.742;107.178;56.4;USD;1;Total Vehicle Sales (All Day)
2019.01.03 17:00:00;107.742;107.178;56.4;USD;1;Wards Total Vehicle Sales (All Day)
2019.01.04 02:00:00;107.847;107.697;15.0;GBP;1;BRC Shop Price Index y/y
2019.01.04 02:30:00;107.708;107.803;-9.5;JPY;1;Final Manufacturing PMI
2019.01.04 03:45:00;107.734;107.805;-7.1;CNY;2;Caixin Services PMI
2019.01.04 08:55:00;108.17;108.187;-1.7;GBP;1;Nationwide HPI m/m
2019.01.04 09:45:00;107.903;107.907;-0.4;EUR;1;French Prelim CPI m/m
2019.01.04 10:15:00;107.91;107.92;-1.0;EUR;1;Spanish Services PMI
2019.01.04 10:45:00;107.978;107.982;-0.4;EUR;1;Italian Services PMI
2019.01.04 10:50:00;107.982;107.974;0.8;EUR;1;French Final Services PMI
2019.01.04 10:55:00;107.974;108.036;-6.2;EUR;1;German Final Services PMI
2019.01.04 10:55:00;107.974;108.036;-6.2;EUR;1;German Unemployment Change
2019.01.04 11:00:00;108.033;107.957;7.6;EUR;1;Final Services PMI
2019.01.04 11:30:00;107.992;107.963;2.9;GBP;2;Final Services PMI
2019.01.04 11:30:00;107.992;107.963;2.9;GBP;2;Net Lending to Individuals m/m
2019.01.04 11:30:00;107.992;107.963;2.9;GBP;1;M4 Money Supply m/m
2019.01.04 11:30:00;107.992;107.963;2.9;GBP;1;Mortgage Approvals
2019.01.04 12:00:00;108.029;108.003;2.6;EUR;2;CPI Flash Estimate y/y
2019.01.04 12:00:00;108.029;108.003;2.6;EUR;2;Core CPI Flash Estimate y/y
2019.01.04 12:00:00;108.029;108.003;2.6;EUR;1;PPI m/m
2019.01.04 12:00:00;108.029;108.003;2.6;EUR;1;Italian Prelim CPI m/m
2019.01.04 15:30:00;108.124;108.192;-6.8;CAD;3;Employment Change
2019.01.04 15:30:00;108.124;108.192;-6.8;CAD;3;Unemployment Rate
2019.01.04 15:30:00;108.124;108.192;-6.8;CAD;2;RMPI m/m
2019.01.04 15:30:00;108.124;108.192;-6.8;CAD;1;IPPI m/m
2019.01.04 15:30:00;108.124;108.192;-6.8;USD;3;Average Hourly Earnings m/m
2019.01.04 15:30:00;108.124;108.192;-6.8;USD;3;Non-Farm Employment Change
2019.01.04 15:30:00;108.124;108.192;-6.8;USD;3;Unemployment Rate
2019.01.04 16:45:00;108.55;108.535;1.5;USD;1;Final Services PMI
2019.01.04 17:15:00;108.329;108.303;2.6;USD;3;Fed Chair Powell Speaks
2019.01.04 17:30:00;108.299;108.343;-4.4;USD;1;Natural Gas Storage
2019.01.04 18:00:00;108.108;108.117;-0.9;USD;1;Crude Oil Inventories
2019.01.07 01:50:00;108.501;108.555;-5.4;JPY;1;Monetary Base y/y
2019.01.07 09:00:00;108.208;108.147;6.1;EUR;1;German Factory Orders m/m
2019.01.07 09:00:00;108.208;108.147;6.1;EUR;1;German Retail Sales m/m
2019.01.07 11:30:00;108.137;108.158;-2.1;EUR;1;Sentix Investor Confidence
2019.01.07 12:00:00;108.196;108.162;3.4;EUR;1;Retail Sales m/m
2019.01.07 17:00:00;108.31;108.477;-16.7;CAD;2;Ivey PMI
2019.01.07 17:00:00;108.31;108.477;-16.7;USD;3;ISM Services PMI
2019.01.08 02:30:00;108.672;108.699;-2.7;AUD;2;Trade Balance
2019.01.08 02:30:00;108.672;108.699;-2.7;AUD;1;ANZ Job Advertisements m/m
2019.01.08 05:35:00;108.667;108.739;-7.2;JPY;1;10-y Bond Auction
2019.01.08 07:05:00;108.957;108.985;-2.8;JPY;1;Consumer Confidence
2019.01.08 08:45:00;108.875;108.863;1.2;CHF;1;Unemployment Rate
2019.01.08 09:00:00;108.882;108.875;0.7;EUR;1;German Industrial Production m/m
2019.01.08 09:30:00;109.003;109.009;-0.6;CHF;1;Retail Sales y/y
2019.01.08 09:45:00;108.97;109.001;-3.1;EUR;1;French Trade Balance
2019.01.08 10:30:00;108.933;108.933;0.0;GBP;1;Halifax HPI m/m
2019.01.08 12:20:00;108.829;108.823;0.6;USD;1;NFIB Small Business Index
2019.01.08 12:35:00;108.784;108.77;1.4;GBP;1;10-y Bond Auction
2019.01.08 15:30:00;108.774;108.79;-1.6;CAD;3;Trade Balance
2019.01.08 17:00:00;108.856;108.853;0.3;USD;1;JOLTS Job Openings
2019.01.08 22:00:00;108.648;108.632;1.6;USD;1;Consumer Credit m/m
2019.01.08 23:30:00;108.784;108.799;-1.5;AUD;1;AIG Services Index
2019.01.09 02:00:00;108.75;108.733;1.7;JPY;2;Average Cash Earnings y/y
2019.01.09 02:00:00;108.75;108.733;1.7;NZD;1;ANZ Commodity Prices m/m
2019.01.09 02:30:00;108.773;108.782;-0.9;AUD;2;Building Approvals m/m
2019.01.09 04:00:00;108.789;108.818;-2.9;USD;3;President Trump Speaks
2019.01.09 09:00:00;108.834;108.833;0.1;EUR;1;German Trade Balance
2019.01.09 09:30:00;108.963;108.935;2.8;CHF;1;CPI m/m
2019.01.09 10:00:00;108.913;108.879;3.4;CHF;1;Foreign Currency Reserves
2019.01.09 11:00:00;108.871;108.916;-4.5;EUR;1;Italian Monthly Unemployment Rate
2019.01.09 12:00:00;108.906;108.908;-0.2;EUR;1;Unemployment Rate
2019.01.09 12:30:00;108.916;108.934;-1.8;EUR;1;German 10-y Bond Auction
2019.01.09 15:10:00;108.876;108.862;1.4;CAD;1;Housing Starts
2019.01.09 16:00:00;108.748;108.664;8.4;USD;2;FOMC Member Evans Speaks
2019.01.09 17:00:00;108.446;108.36;8.6;CAD;3;BOC Monetary Policy Report
2019.01.09 17:00:00;108.446;108.36;8.6;CAD;3;BOC Rate Statement
2019.01.09 17:00:00;108.446;108.36;8.6;CAD;3;Overnight Rate
2019.01.09 17:30:00;108.222;108.191;3.1;GBP;3;BOE Gov Carney Speaks
2019.01.09 17:30:00;108.222;108.191;3.1;USD;1;Crude Oil Inventories
2019.01.09 18:15:00;108.272;108.247;2.5;CAD;3;BOC Press Conference
2019.01.09 18:30:00;108.27;108.279;-0.9;USD;2;FOMC Member Rosengren Speaks
2019.01.09 20:00:00;108.316;108.26;5.6;USD;1;10-y Bond Auction
2019.01.09 21:00:00;108.264;108.253;1.1;USD;3;FOMC Meeting Minutes
2019.01.10 02:00:00;108.183;108.178;0.5;GBP;1;BRC Retail Sales Monitor y/y
2019.01.10 03:30:00;107.924;107.918;0.6;CNY;1;CPI y/y
2019.01.10 03:30:00;107.924;107.918;0.6;CNY;1;PPI y/y
2019.01.10 05:35:00;107.911;107.894;1.7;JPY;1;30-y Bond Auction
2019.01.10 07:00:00;107.974;107.942;3.2;JPY;1;Leading Indicators
2019.01.10 09:45:00;107.92;107.908;1.2;EUR;1;French Industrial Production m/m
2019.01.10 11:05:00;108.142;108.104;3.8;EUR;1;Italian Retail Sales m/m
2019.01.10 12:00:00;108.091;108.13;-3.9;EUR;1;French 10-y Bond Auction
2019.01.10 12:00:00;108.091;108.13;-3.9;GBP;3;Monetary Policy Report Hearings (Tentative)
2019.01.10 14:30:00;108.073;108.106;-3.3;EUR;2;ECB Monetary Policy Meeting Accounts
2019.01.10 15:30:00;108.078;108.146;-6.8;CAD;1;Building Permits m/m
2019.01.10 15:30:00;108.078;108.146;-6.8;CAD;1;NHPI m/m
2019.01.10 15:30:00;108.078;108.146;-6.8;USD;1;Unemployment Claims
2019.01.10 17:30:00;108.148;108.124;2.4;USD;1;Natural Gas Storage
2019.01.10 19:40:00;108.344;108.349;-0.5;USD;2;FOMC Member Bullard Speaks
2019.01.10 19:45:00;108.349;108.405;-5.6;USD;3;Fed Chair Powell Speaks
2019.01.10 20:00:00;108.391;108.364;2.7;USD;2;FOMC Member Evans Speaks
2019.01.10 20:00:00;108.391;108.364;2.7;USD;1;30-y Bond Auction
2019.01.10 23:30:00;108.467;108.457;1.0;AUD;1;AIG Construction Index
2019.01.10 23:45:00;108.473;108.481;-0.8;NZD;1;Building Consents m/m
2019.01.11 01:30:00;108.331;108.336;-0.5;JPY;1;Household Spending y/y
2019.01.11 01:50:00;108.305;108.316;-1.1;JPY;1;Bank Lending y/y
2019.01.11 01:50:00;108.305;108.316;-1.1;JPY;1;Current Account
2019.01.11 02:00:00;108.286;108.319;-3.3;USD;2;FOMC Member Clarida Speaks
2019.01.11 02:30:00;108.318;108.317;0.1;AUD;3;Retail Sales m/m
2019.01.11 07:00:00;108.316;108.308;0.8;JPY;1;Economy Watchers Sentiment
2019.01.11 11:00:00;108.289;108.279;1.0;EUR;1;Italian Industrial Production m/m
2019.01.11 11:30:00;108.29;108.292;-0.2;GBP;3;GDP m/m
2019.01.11 11:30:00;108.29;108.292;-0.2;GBP;3;Manufacturing Production m/m
2019.01.11 11:30:00;108.29;108.292;-0.2;GBP;1;Construction Output m/m
2019.01.11 11:30:00;108.29;108.292;-0.2;GBP;1;Goods Trade Balance
2019.01.11 11:30:00;108.29;108.292;-0.2;GBP;1;Index of Services 3m/3m
2019.01.11 11:30:00;108.29;108.292;-0.2;GBP;1;Industrial Production m/m
2019.01.11 15:30:00;108.304;108.302;0.2;USD;3;CPI m/m
2019.01.11 15:30:00;108.304;108.302;0.2;USD;3;Core CPI m/m
2019.01.11 16:00:00;108.202;108.214;-1.2;GBP;1;NIESR GDP Estimate
2019.01.14 02:05:00;108.475;108.452;2.3;AUD;2;MI Inflation Gauge m/m
2019.01.14 04:55:00;108.221;108.227;-0.6;CNY;2;Trade Balance
2019.01.14 05:00:00;108.228;108.177;5.1;CNY;1;USD-Denominated Trade Balance
2019.01.14 09:00:00;108.131;108.163;-3.2;EUR;1;German WPI m/m
2019.01.14 10:00:00;108.09;108.094;-0.4;CNY;1;Foreign Direct Investment ytd/y
2019.01.14 12:00:00;108.139;108.098;4.1;EUR;1;Industrial Production m/m
2019.01.14 23:00:00;108.197;108.177;2.0;NZD;2;NZIER Business Confidence
2019.01.14 23:45:00;108.167;108.174;-0.7;NZD;1;FPI m/m
2019.01.15 01:50:00;108.25;108.244;0.6;JPY;1;M2 Money Stock y/y
